action;base_time;exec_time_iteration_1;exec_time_iteration_2;exec_time_iteration_3;exec_time_iteration_4;exec_time_iteration_5
Click  File Button;0.779999971;0.736000061;0.73300004;0.779999971;0.779999971;0.779999971
Press DOWN;0.062999964;0.039999962;0.039999962;0.062000036;0.062000036;0.062999964
Press ENTER + wait menu;0.893000126;0.894000053;0.861999989;0.874000072;0.873999834;0.842000008
Paste Filepath ;0.062999964;0.040999889;0.040999889;0.061999798;0.062000036;0.062999964
Click Open + wait opened file;2.388000011;2.54700017;2.805000067;2.585000038;2.976000071;2.496000051
Click page counter;0.763000011;0.734999895;0.743999958;0.756999969;0.779000044;0.798000097
Delete actual number;0.062999964;0.041000128;0.039999962;0.063000202;0.062000036;0.061999798
Enter wanted page number;0.062000036;0.039999962;0.0400002;0.061999798;0.061999798;0.062000036
ENTER + wait wanted page ;0.217999935;0.207999945;0.210999966;0.219000101;0.141000032;0.21600008
Click toggle fullscreen + wait full;1.572000027;1.536000013;1.536999941;1.539999962;1.552999973;1.538000107
Click reduce screen + wait reduced;0.795000076;1.371000051;1.369999886;0.782000065;0.781000137;0.81099987
Click move control out of toolbar;1.403000116;1.372999907;1.363000154;1.38499999;1.384000063;1.384000063
Click pin control bar to toolbar;1.217000008;1.190000057;1.187999964;1.208999872;1.211999893;1.213000059
Click comment button + position + wait box;2.819999933;2.687000036;2.681999922;2.742000103;2.711999893;2.718999863
Paste comment text;0.062000036;0.041999817;0.039999962;0.062999964;0.063000202;0.062999964
Click publish + wait written note;1.66899991;1.659000158;1.657000065;1.66899991;1.66899991;1.684000015
CTRL + F;0.929000139;0.881999969;0.864000082;0.889000177;0.85800004;0.874000072
Delete actual word;0.062000036;0.039999962;0.039999962;0.062999964;0.078000069;0.062000036
Paste word to search;0.061999798;0.039999962;0.039999962;0.062000036;0.061999798;0.062999964
Click Search;1.434999943;1.430999994;1.421999931;1.450999975;1.420000076;1.434999943
Close Search ;1.685000181;1.366000175;1.945000172;1.700000048;1.723999977;1.693000078
Set fit to page view;1.996999979;1.842999935;1.822000027;1.856999874;1.825000048;1.855999947
Set fit to width view;1.013999939;4.244999886;3.116999865;1.013999939;1.013999939;1.013999939
Select desired text;2.292999983;2.209000111;2.207000017;2.308000088;2.292999983;2.292999983
Click Mark Text Button;0.796000004;1.751999855;1.743000031;0.779999971;0.796000004;0.811000109
Click page counter;0.763999939;0.736000061;0.734999895;0.749000072;0.764000177;0.779999971
Delete actual number;0.062000036;0.039999962;0.039999962;0.062999964;0.062999964;0.062999964
Enter wanted page number;0.061999798;0.039999962;0.0400002;0.062000036;0.062000036;0.062000036
ENTER + wait wanted page ;0.233999968;0.132000208;0.128000021;0.139999866;0.139999866;0.141000032
Click page counter;0.779999971;0.736999989;0.734999895;0.78000021;0.779999971;0.779999971
Delete actual number;0.062000036;0.039999962;0.039999962;0.062999964;0.062999964;0.062000036
Enter wanted page number;0.062000036;0.039999962;0.039999962;0.062000036;0.062000036;0.062000036
ENTER + wait wanted page ;0.236000061;0.239000082;0.133000135;0.155999899;0.156000137;0.155999899
Click Close Button;0.872999907;0.850999832;1.727999926;0.874000072;0.873999834;0.874000072
Select DON'T SAVE;1.56799984;1.377000093;1.546000004;1.404000044;1.404999971;1.404000044
