action;base_time;exec_time_iteration_1;exec_time_iteration_2;exec_time_iteration_3;exec_time_iteration_4;exec_time_iteration_5
Click  File Button;0.779999971;0.779999971;0.764000177;0.765000105;0.742000103;0.738999844
Press DOWN;0.062999964;0.062000036;0.062999964;0.062000036;0.040999889;0.0400002
Press ENTER + wait menu;0.893000126;2.246999979;3.056999922;2.729999781;2.970000029;2.881999969
Paste Filepath ;0.062999964;0.062000036;0.062999964;0.062000036;0.040999889;0.041999817
Click Open + wait opened file;2.388000011;2.888000011;2.871000051;2.983999968;2.9150002;2.914000034
Click page counter;0.763000011;0.897000074;0.957000017;0.960000038;0.996999979;0.748000145
Delete actual number;0.062999964;0.039999962;0.246999979;0.067000151;0.049000025;0.039999962
Enter wanted page number;0.062000036;0.039999962;0.143000126;0.062999964;0.039999962;0.042000055
ENTER + wait wanted page ;0.217999935;0.187999964;0.145999908;0.161000013;0.122999907;0.159999847
Click toggle fullscreen + wait full;1.572000027;2.019999981;1.809000015;1.625999928;1.850000143;2.226000071
Click reduce screen + wait reduced;0.795000076;2.306999922;2.231999874;0.816999912;1.382999897;2.315999985
Click move control out of toolbar;1.403000116;1.546000004;1.535000086;1.580000162;1.390000105;1.542000055
Click pin control bar to toolbar;1.217000008;1.207000017;1.207999945;1.234999895;1.198999882;1.200000048
Click comment button + position + wait box;2.819999933;2.743000031;2.726000071;2.90199995;2.812000036;2.699999809
Paste comment text;0.062000036;0.062000036;0.078000069;0.063000202;0.040999889;0.042000055
Click publish + wait written note;1.66899991;4.882999897;4.851999998;1.699999809;1.677000046;5.641000032
CTRL + F;0.929000139;0.874000072;0.873999834;0.936000109;0.874000072;0.861000061
Delete actual word;0.062000036;0.062000036;0.062000036;0.062000036;0.040999889;0.039999962
Paste word to search;0.061999798;0.062000036;0.062000036;0.062999964;0.041000128;0.039999962
Click Search;1.434999943;1.450999975;1.420000076;1.46600008;1.44299984;1.437000036
Close Search ;1.685000181;1.693000078;1.69299984;1.715999842;1.670000076;1.667000055
Set fit to page view;1.996999979;1.825999975;1.872000217;1.919000149;1.886000156;1.850999832
Set fit to width view;1.013999939;3.228999853;3.13499999;3.181999922;3.174000025;3.17200017
Select desired text;2.292999983;2.292999983;2.309000015;2.309000015;2.207999945;2.210000038
Click Mark Text Button;0.796000004;0.812000036;0.779999971;0.796000004;1.754999876;1.758999825
Click page counter;0.763999939;0.764000177;0.779999971;0.763999939;0.735000134;0.735000134
Delete actual number;0.062000036;0.061999798;0.062000036;0.062999964;0.039999962;0.039999962
Enter wanted page number;0.061999798;0.063000202;0.062999964;0.062000036;0.039999962;0.039999962
ENTER + wait wanted page ;0.233999968;0.139999866;0.139999866;0.140000105;0.131000042;0.130000114
Click page counter;0.779999971;0.779999971;0.779999971;0.779999971;0.734999895;0.736999989
Delete actual number;0.062000036;0.062999964;0.063000202;0.062999964;0.0400002;0.039999962
Enter wanted page number;0.062000036;0.062000036;0.061999798;0.062000036;0.039999962;0.039999962
ENTER + wait wanted page ;0.236000061;0.156000137;0.140000105;0.155999899;0.133999825;0.137000084
Click Close Button;0.872999907;1.777999878;1.79399991;1.794000149;1.755000114;1.746000051
Select DON'T SAVE;1.56799984;1.592000008;3.167000055;1.606999874;1.644999981;3.287999868
