action;base_time;exec_time_iteration_1;exec_time_iteration_2;exec_time_iteration_3;exec_time_iteration_4;exec_time_iteration_5
Click  File Button;0.779999971;0.779999971;0.779999971;0.81099987;0.81099987;0.772000074
Press DOWN;0.062999964;0.062000036;0.139999866;0.110000134;0.063000202;0.086999893
Press ENTER + wait menu;0.893000126;3.837999821;4.524000168;4.134000063;3.555999994;3.463000059
Paste Filepath ;0.062999964;0.203000069;0.171999931;0.217999935;0.20299983;0.152999878
Click Open + wait opened file;2.388000011;4.63499999;10.079;5.072000027;4.309000015;4.936000109
Click page counter;0.763000011;1.10800004;0.823999882;1.217999935;1.496999979;0.819000006
Delete actual number;0.062999964;0.420000076;0.062000036;0.278000116;0.359000206;0.111000061
Enter wanted page number;0.062000036;0.487999916;0.062999964;0.338999987;0.233999968;0.039999962
ENTER + wait wanted page ;0.217999935;0.815999985;0.202000141;0.311999798;0.280999899;0.187000036
Click toggle fullscreen + wait full;1.572000027;5.157999992;1.61500001;2.292000055;2.45600009;4.102999926
Click reduce screen + wait reduced;0.795000076;2.953000069;0.997999907;4.118000031;0.914999962;2.659000158
Click move control out of toolbar;1.403000116;1.843999863;1.608999968;1.832000017;1.639999866;1.642999887
Click pin control bar to toolbar;1.217000008;1.385000229;1.33100009;1.430999994;1.482000113;1.384000063
Click comment button + position + wait box;2.819999933;1.712999821;1.898999929;1.95600009;1.976999998;1.914999962
Paste comment text;0.062000036;0.219000101;0.108999968;0.061999798;0.062000036;0.040999889
Click publish + wait written note;1.66899991;7.487999916;3.493999958;8.221000195;0.85800004;0.930999994
CTRL + F;0.929000139;1.138000011;1.170000076;0.342999935;0.311999798;1.042000055
Delete actual word;0.062000036;0.062999964;0.062999964;0.094000101;0.141000032;0.052000046
Paste word to search;0.061999798;0.078000069;0.062362396;0.093999863;0.062003624;0.108999968
Click Search;1.434999943;1.638000011;1.684999943;1.730999947;1.84100008;1.680000067
Close Search ;1.685000181;2.323999882;2.309000015;1.730999947;1.77699995;1.790999889
Set fit to page view;1.996999979;0.85800004;6.739000082;2.27699995;1.076999903;0.873000145
Set fit to width view;1.013999939;1.077000141;1.138999939;1.077000141;1.09800005;1.148000002
Select desired text;2.292999983;2.510999918;2.417999983;2.371000051;2.309000015;2.235999823
Click Mark Text Button;0.796000004;0.811000109;0.874000072;0.779999971;0.795000076;0.895000219
Click page counter;0.763999939;0.796000004;0.85800004;0.857999802;0.81099987;0.768999815
Delete actual number;0.062000036;0.061999798;0.062000036;0.062000036;0.063000202;0.127000093
Enter wanted page number;0.061999798;0.125;0.093999863;0.062999964;0.125;0.049000025
ENTER + wait wanted page ;0.233999968;0.17200017;0.249000072;0.156000137;0.186999798;0.299000025
Click page counter;0.779999971;0.763999939;0.749000072;0.763999939;0.795000076;0.776000023
Delete actual number;0.062000036;0.062999964;0.062999964;0.062999964;0.062999964;0.039999962
Enter wanted page number;0.062000036;0.062000036;0.123999834;0.108999968;0.062000036;0.039999962
ENTER + wait wanted page ;0.236000061;0.25;0.234000206;0.203000069;0.25;0.15899992
Click Close Button;0.872999907;0.967000008;1.092000008;0.998000145;0.98300004;0.921000004
Select DON'T SAVE;1.56799984;1.777999878;1.717000008;1.79399991;2.027999878;2.080000162
