action;non-instrumented;t1;t2;t3;t4;t5
Click MEDIA Button;0.857000113;0.797999859;0.815999985;0.803999901;0.796000004;0.862999916
Click OPEN MULTIPLE FILES option;2.162999868;2.167000055;2.337000132;2.298000097;2.164000034;2.318000078
Click ADD button;1.49000001;2.172999859;2.352999926;2.351999998;2.259000063;2.232000113
Paste File 1 path;0.040999889;0.041000128;0.042000055;0.042000055;0.042000055;0.041999817
Click OPEN ;2.787000179;2.861999989;3.299000025;3.105000019;2.912999868;2.985000134
Click ADD button;1.682999849;2.265000105;2.572999954;2.490999937;2.358999968;2.355999947
Paste File 2  path;0.041000128;0.040999889;0.04399991;0.048000097;0.043000221;0.042000055
Click OPEN ;2.996000051;3.042000055;3.342000008;3.240999937;3.06799984;3.244999886
Click ADD button;1.49000001;2.131999969;2.423000097;2.282999992;2.108999968;2.129000187
Paste File 3 path;0.041000128;0.042000055;0.042999983;0.040999889;0.042000055;0.042999983
Click OPEN ;2.95600009;3.0849998;3.450999975;3.317000151;3.039000034;3.125999928
Click PLAY;1.519000053;2.192000151;2.40199995;2.30099988;2.142999887;2.164999962
Click PAUSE button;0.931999922;1.420000076;1.463000059;1.535000086;1.425000191;0.930999994
Click SUBTITLES option;0.753999949;0.773999929;0.761999846;0.760999918;0.757999897;0.758000135
Hover mouse to EDIT SUBTITLES;0.534000158;0.53399992;0.542000055;0.541000128;0.536999941;0.536999941
Click DISABLE SUBTITLES;1.646999836;1.675000191;1.700000048;1.743000031;1.659000158;1.695999861
Click PLAY button;0.936000109;0.921999931;0.95600009;0.944999933;0.951999903;0.950999975
Click SUBTITLES option;0.798000097;1.663000107;0.95299983;0.818000078;0.875;0.861999989
Click ADD SUBTITLES option;2.495999813;4.760999918;4.904000044;3.818999767;6.733999968;6.779000044
Paste subtitles filepath;0.048000097;0.078000069;0.127000093;0.08100009;0.042999983;0.078999996
Click OPEN button;1.71600008;3.020999908;3.395999908;2.623000145;2.229000092;2.472000122
Click PLAYBACK button;1.195000172;1.913000107;1.15199995;2.326999903;1.838999987;1.792999983
Click Play From a Specific time option;1.907000065;1.822999954;2.141000032;1.726999998;1.660000086;1.648999929
Click time window (gain focus);0.865999937;0.807999849;0.822000027;0.901000023;0.81799984;0.801000118
Paste given time;0.040999889;0.041000128;0.039999962;0.046000004;0.04700017;0.039999962
Click GO button;3.480999947;3.986000061;4.085999966;4.012000084;4.058999777;3.682999849
Click STOP button;1.562999964;1.892999887;2.032999992;2.006000042;2.063000202;1.568000078
Click VIEW option;1.007000208;1.019000053;1.621000051;1.576999903;1.556999922;1.588000059
Click PLAYLIST option;1.606999874;1.664999962;1.734999895;1.640000105;1.594000101;1.662999868
RIGHT CLICK;1.449999809;1.486999989;1.523999929;1.479999781;1.447999954;1.485000134
Click SAVE PLAYLIST option;1.649000168;2.525000095;2.659000158;2.496000051;2.381999969;2.56099987
Paste output playlist path;0.039999962;0.042999983;0.05099988;0.042999983;0.046000004;0.045000076
Confirm save playlist;1.476999998;1.559000015;1.558000088;1.565999985;1.496000051;1.539000034
Confirm overwrite playlist;1.352999926;1.434999943;1.467000008;1.434000015;1.385999918;1.388999939
RIGHT CLICK;0.737999916;1.463000059;1.506999969;1.486000061;1.428999901;1.453000069
Click CLEAR PLAYLIST option;0.781000137;0.79399991;0.805999994;1.520999908;0.792000055;0.80099988
Close playlist ;0.732999802;0.786000013;0.851999998;0.835000038;0.726000071;0.776000023
