action;non-instrumented;t1;t2;t3;t4;t5
Click APRI;1.735000134;1.857000113;2.450000048;2.246000051;2.137000084;2.355000019
Paste Path;0.042999983;0.092999935;0.07799983;0.108999968;0.108999968;0.109999895
Click OPEN Button;4.871999979;5.982000113;5.549000025;7.215000153;7.197000027;7.700000048
CTRL + R;1.28399992;0.311999798;0.624000072;0.389999866;0.405999899;0.48300004
Click inpercentuale;0.757999897;0.78000021;0.826999903;0.873000145;0.811000109;0.826999903
Delete Value;0.062000036;0.093999863;0.062000036;0.093999863;0.217999935;0.125
Paste New Value;0.041000128;0.062000036;0.141000032;0.108999968;0.125;0.093000174
Click Ok;4.671000004;5.709000111;5.957000017;6.961000204;6.963999987;7.90199995
Click FORME Button;0.753999949;0.85800004;1.041000128;0.889999866;0.83100009;1.275000095
Select Begin - End;3.746999979;4.40899992;4.013000011;4.631999969;4.985999823;6.428999901
Click IMMAGINE Button;0.777999878;0.904999971;0.889000177;0.93599987;0.826999903;0.888999939
Click ROTATE IMAGE;5.947000027;7.063999891;7.236999989;8.985000134;8.656000137;8.982000113
Revert rotation effect;6.447999954;7.56400013;7.477999926;9.342000008;7.971999884;9.549000025
Click REGOLAZIONI button;0.812999964;0.951999903;0.921000004;0.919999838;0.888999939;0.93599987
Click B/N;3.252000093;5.26699996;4.589999914;4.044000149;4.6650002;4.942000151
Click REGOLAZIONI button;0.809000015;0.843000174;1.014000177;1.138999939;0.826999903;0.904999971
Click SEPPIA;1.505000114;3.727999926;5.180999994;2.214999914;2.171999931;2.149999857
Revert B/N effect;1.476999998;1.782999992;1.976999998;1.721000195;1.815999985;1.903000116
Revert SEPPIA effect;3.120999813;1.789000034;3.547999859;3.595999956;1.894999981;1.928999901
Click REGOLAZIONI button;0.827000141;0.85800004;0.936000109;0.888999939;1.029000044;0.983000045
Click INVERTI COLORI option;4.851000071;5.851999998;5.809999943;7.46600008;7.286999941;7.388999939
Revert INVERTI COLORI;5.155999899;1.69299984;7.859999895;7.260999918;6.326000214;7.524000168
Click VISUALIZZA Button;1.651000023;0.890000105;0.950999975;0.85800004;0.842000008;0.98300004
Set Value;0.062000036;0.140000105;0.125;0.140000105;0.125;0.061999798
Hit ENTER;2.873999834;2.708999872;3.461000204;2.963999987;1.712999821;3.111999989
CTRL + W;0.441000223;0.624000072;0.748999834;1.263999939;0.702000141;0.609000206
Click NON SALVARE;4.476999998;4.944999933;5.070000172;6.519999981;6.644999981;6.707999945
CTRL + N;0.139999866;0.203000069;0.404999971;0.203000069;1.342000008;0.248999834
Hit ENTER;2.762000084;3.263999939;0.671000004;4.284999847;4.128999949;4.605000019
"Type ""b"" (Select PENNELLO)";0.065999985;0.110000134;0.139999866;0.133000135;0.082000017;0.120000124
Draw First Line;3.67599988;5.234999895;4.150000095;4.711999893;6.402999878;4.704999924
Draw Second Line;4.06099987;4.502000093;4.494999886;5.250999928;5.242000103;5.319999933
Draw Third Line;3.092000008;3.296000004;3.407000065;3.697000027;3.635999918;3.632000208
"Type ""f"" (Select SECCHIELLO)";0.062999964;0.101999998;0.183000088;0.114000082;0.121999979;0.157999992
Click outer image;3.345000029;1.730999947;1.537999868;1.819999933;1.827000141;1.907999992
Close Image (CTRL + W);0.375;0.623999834;0.499000072;0.531000137;0.514999866;0.701999903
Click NON SALVARE;3.857999802;3.882000208;4.06099987;5.467999935;3.15500021;4.075000048
CTRL + N;0.141000032;0.20299983;0.453000069;0.201999903;0.436999798;0.328000069
Hit ENTER;2.739000082;3.173000097;3.242000103;4.228000164;3.808000088;0.825999975
"Type ""g"" (Select SFUMATURA)";0.068000078;0.105999947;0.126999855;0.103999853;0.117000103;0.19299984
Drag&Drop area;3.207999945;3.546000004;3.654999971;4.090000153;3.870999813;4.121000051
Close Image (CTRL + W);0.141000032;0.233999968;0.238000154;0.187000036;0.233999968;0.265000105
Click NON SALVARE;3.904999971;2.952000141;3.019999981;4.023999929;5.370000124;3.879999876
