action;non-instrumented;t1;t2;t3;t4;t5
Click  NEW FILE button;0.743000031;1.014000177;0.842000008;0.826999903;0.843000174;0.982999802
Click Language menu;0.735000134;0.826999903;0.796000004;0.826999903;0.843000174;0.873000145
"Click ""J"" Letter";0.761999846;0.904999971;0.827000141;0.796000004;0.827000141;0.85800004
"Click ""Java"" Option";1.574999809;20.18600011;27.08099985;26.89400005;24.3829999;24.71099997
Paste program text;0.119000196;0.25;0.265000105;0.155999899;0.203000069;0.155999899
Paste comment text;0.104000092;0.171000004;0.139999866;0.155999899;0.20299983;0.233999968
Paste author comment;0.113999844;0.187000036;0.17200017;0.203000069;0.203000069;0.203000069
Click OPEN FILE button;1.59100008;3.713000059;3.649999857;3.775000095;4.071000099;3.774999857
Paste path;0.040999889;0.264999866;0.187999964;0.218999863;0.218999863;0.17200017
Click OPEN button;2.43900013;5.180000067;6.208000183;5.772000074;3.852999926;3.572000027
CTRL + A;0.394999981;1.107000113;0.608999968;0.654999971;0.967000008;1.107999802
CTRL + C;0.059999943;0.25;0.264999866;0.233999968;0.437000036;0.40500021
CTRL + N;0.065999985;0.155999899;0.17200017;0.171000004;0.249000072;0.264999866
CTRL + V;1.731999874;0.701999903;1.29399991;1.325999975;0.826999903;0.530999899
CTRL + F;0.078000069;0.671000004;1.154999971;1.075999975;0.343000174;0.468000174
"Paste word ""before""";0.042000055;0.48300004;0.701999903;0.687000036;0.358999968;0.326999903
Click COUNT ALL button + wait result;1.450999975;1.529000044;1.139000177;1.154000044;2.698999882;2.605999947
Close Search ;1.733999968;1.96600008;1.855999947;2.09100008;2.012000084;2.511000156
Click Search button;0.734000206;0.888999939;0.951999903;0.981999874;0.889999866;0.873999834
Click MARK tab;1.444999933;2.059000015;0.85800004;0.842999935;0.873000145;0.85800004
"Paste word ""after""";0.041000128;0.125;0.108999968;0.093000174;0.078000069;0.125
Click MARK ALL button;1.522000074;4.305000067;6.037000179;5.428999901;4.991999865;6.223999977
Find tab + click tab;0.967999935;1.186000109;1.044999838;1.092000008;1.184999943;1.295000076
Right click;0.780999899;0.796000004;0.936000109;0.796000004;0.904999971;0.920000076
Type DOWN;0.0400002;0.123999834;0.093999863;0.07799983;0.171999931;0.062999964
Type DOWN;0.039999962;0.063000202;0.062000036;0.093000174;0.062000036;0.140000105
Type ENTER;0.040999889;0.139999866;0.608999968;0.623999834;0.203000069;0.233999968
Click NO;0.967333317;7.472666661;10.09833336;9.41200002;8.42899998;9.120999972
